business_id,cool,date,full_address,funny,id,latitude,longitude,name,neighborhoods,open,review_count,stars,state,text,type,useful,user_id
AsSCv0q_BWqIe3mX2JqsOQ,1,2010-06-16T07:00:00Z,"514 S Mill Ave Ste 102 Tempe, AZ 85281",1,E11jzpKz9Kw5K7fuARWfRw,33.4248809814,-111.940200806,Cookiez On Mill,[],False,74,4,AZ,The oldish man who owns the store is as sweet as can be.  Perhaps sweeter than the cookies or ice cream.Here's the lowdown: Giant ice cream cookie sandwiches for super cheap.  The flavor permutations are basically endless.  I had snickerdoodle with cookies and cream ice cream.  It was marvelous.,business,3,-OMlS6yWkYjVldNhC31wYg
e9nN4XxjdHj4qtKCOPq_vg,1,2011-10-21T07:00:00Z,"1901 W Warner Rd Chandler, AZ 85224",0,3rPt0LxF7rgmEUrznoH22w,33.3347129822,-111.874786377,Lee's Sandwiches,[],True,192,4,AZ,Wonderful Vietnamese sandwich shoppe. Their baguettes are great hot out of the oven with butter or in one of their many sandwich choices. They have a modest selection of baked goods along with some of the best egg rolls around. Bring cash or your ATM card as no credit cards are accepted but they have an ATM on premises.,business,1,C1rHp3dmepNea7XiouwB6Q
h53YuCiIDfEFSJCQpk8v1g,1,2010-01-11T08:00:00Z,"1065 E Baseline Rd Gilbert, AZ 85233",0,cGnKNX3I9rthE0-TH24-qA,33.3796195984,-111.809425354,Jason's Deli,[],True,36,4,AZ,"They have a limited time thing going on right now with BBQ chicken pizza (not sure how long it's going to last) but let me just say it was amazing.  Probably THE best BBQ Chicken pizza I have ever had.  I have tried other things too, like the tomato basil soup, and many of their sandwiches ... very good, very fresh - every time.  The 5 stars is for the pizza, but if I were to rate Jason's Deli over all they would get about a 4.",business,2,UPtysDF6cUDUxq2KY-6Dcg
WGNIYMeXPyoWav1APUq7jA,1,2011-12-23T08:00:00Z,"961 E Guadalupe Rd Tempe, AZ 85283",0,FvEEw1_OsrYdvwLV5Hrliw,33.3637619019,-111.9272995,The Lady Luck Tattoo Gallery,[],True,25,4,AZ,"Good tattoo shop. Clean space, multiple artists to choose from and books of their work are available for you to look though and decide who's style most mirrors what you're looking for. I chose Jet to do a cover-up for me and he worked with me on the design and our ideas and communication flowed very well. He's a very personable guy, is friendly and keeps the conversation going while he's working on you, and he doesn't dick around (read: He starts to work and continues until the job is done). He's very professional and informative. Good customer service combines with talent at the craft.",business,2,Xm8HXE1JHqscXe5BKf0GFQ
yc5AH9H71xJidA_J2mChLA,1,2010-05-20T07:00:00Z,"906 E Camelback Rd Phoenix, AZ 85014",0,pfUwBKYYmUXeiwrhDluQcw,33.5095176697,-112.061569214,Rosie McCaffrey's,[],True,151,4,AZ,"I'm 2 weeks new to Phoenix. I looked up Irish bars in town and found Rosie's. The decor and ambience was outstanding. I went there by myself on a Wednesday night in hopes of finding some friendly folks and that is exactly what happened. I ate dinner at the bar. Marcy was the bartender and she was very friendly and helpful and she introduced me to a whole bunch of people. For dinner I had a Rueben sandwich, which was pretty large and very good. I had a a small Rosie salad as my side and it did the job. I wish it was made with lettuce other than iceburg, but the bacon & eggs & other toppings helped a whole lot. I drank a nice, cold Smithwick's from the tap. Followed that up with 2 vodka tonics and my whole tab was under $25! The basketball game was on when I first got there. After the game, the jukebox was playing a fabulous mix of the best oldies. Around 10pm a live band played. I didn't catch much of their performance but I did notice that I really like the singer's voice and that's rare for me since I don't typically care for female vocalists.All the people I spoke to were super nice and very welcoming. I am sure I will see a bunch (or all) of them again and I look forward to that!",business,1,JOG-4G4e8ae3lx_szHtR8g
Vb9FPCEL6Ly24PNxLBaAFw,0,2011-03-20T07:00:00Z,"13637 N Tatum Blvd Phoenix, AZ 85073",0,HvqmdqWcerVWO3Gs6zbrOw,33.6101531982,-111.976852417,Z Pizza,[],False,28,4,AZ,"Was it worth the 21$ for a salad and small pizza? Absolutely not! Bad service. Maybe the guys grandma died I don't know. I want to tell you what really made me mad about the experience. We order the small pizza and salad and the guys could have cared less and took our $ and we sat down. We were looking around and hmm, there's a sign saying ""x large pizza and large salad only 23$"". Wow that would have been nice if the guy told us that. I left hungry, mad and unsatisfied. To the owner: teach your employees the value of upselling and telling the specials. Something so small can affect a customers experience negatively. And your salads are severely overpriced Won't go back unless I'm desperate.",business,2,ylWOj2y7TV2e3yYeWhu2QA
supigcPNO9IKo6olaTNV-g,3,2008-10-12T07:00:00Z,"455 N 3rd St Ste 1130 Phoenix, AZ 85004",2,HXP_0Ul-FCmA4f-k9CqvaQ,33.452796936,-112.069320679,1130 The Restaurant,[],True,86,3,AZ,"We went here on a Saturday afternoon and this place was incredibly empty.  They had brunch specials going on, including $2 bloody mary's and mimosas, but we were more in the mood for lunch.  Except for the bloody mary, I had to try one.  It came out in a high-ball-sized glass.  Boo!  But it was really tasty. Yay!  The hubby remembered a sign outside the restaurant a few weeks back that said they had Arrogant Bastard, and he got a 22 oz bottle for $4.75.  Hey, that's not fair!!Next up: the wings.  We were a bit hesitant to order them when the waitress informed us that they are ""seasoned"" but not sauced, so they can't be ordered hot.  We did ask for them crispy though, and the waitress even asked the cooks to throw them back in for a few minutes when they came out not visibly crispy.  These non-traditional wings were actually pretty damn good.  The seasoning was a little spicy and salty with just a hint of sweet.  If I were in the mood for the tang and kick of Frank's Hot Sauce, these wouldn't cut it, but otherwise they were good enough to go back again for.My entree was the Tilapia salad, and I was a bit disappointed.  The fish was a bit dry and uninspired. And the greens underneath were overdressed and wilted.  I ate the greens around the fish and picked out the almonds and Mandarin oranges, but I had to leave the mush hiding underneath the fish.It wasn't bad enough to say I wouldn't go back, but I won't be anxiously awaiting my next trip.",business,4,SBbftLzfYYKItOMFwOTIJg
O510Re68mOy9dU490JTKCg,0,2010-05-03T07:00:00Z,"15015 N Scottsdale Rd Scottsdale, AZ 85254",0,j4SIzrIy0WrmW4yr4--Khg,33.6246795654,-111.924377441,Oakville Grocery,[],False,39,3,AZ,"okay this is the best place EVER! i grew up shopping at the one in los gatos, and the one in Oakville. i was shock when i saw the best store in the world in Scottsdale and then not surprised at all. the have all the good stuff. from cheese down to wine. i can't tell you how happy i am that this store is here in Arizona. now if we could just get dean and deluca!",business,0,u1KWcbPMvXFEEYkZZ0Yktg
b5cEoKR8iQliq-yT2_O0LQ,5,2009-03-06T08:00:00Z,"3313 N Hayden Rd Scottsdale, AZ 85251",4,v0cTd3PNpYCkTyGKSpOfGA,33.4869194031,-111.908737183,Carlsbad Tavern,[],True,262,4,AZ,"I met a friend for lunch yesterday. Loved the water feature and patio walking in, if it had been warmer I would have definitely sat outside. Inside was a little dark and I guess it was all the bats around but it reminded me of ""Dusk Till Dawn"". We were seated, I hope was hoping for chips and salsa, I guess they don't serve them here? We weren't even offered the ones on the menu, which I probably would have declined anyway because chips and salsa should be complimentary. Anyhow I ordered the Fresh Snapper Tacos (see pics) There is a lot of fish there being smothered by all those peppers, but as for everything else what you see is what you get.For $15 I would have liked more than a TBSP of each, rice and beans, and a DEFINITELY more than a teaspoon of cheese and sour cream and maybe a lime or lemon. There was more garnish on the plate than anything. Other than that it was good. My Friend ordered the Green Chile Stew and The Green Chile Mac and Cheese (see pics) She has been here before so knew what she liked. I tasted the macaroni and thought it was pretty good too.I'll give 3 stars until I go back and try out some other things.",business,6,UsULgP4bKA8RMzs8dQzcsA
4JzzbSbK9wmlOBJZWYfuCg,1,2011-11-17T08:00:00Z,"Phoenix Sky Harbor Airport Terminal 3 Phoenix, AZ 85034",1,a0lCu-j2Sk_kHQsZi_eNgw,33.4396476746,-112.026153564,Frontier Airlines,[],True,13,2,AZ,"They've gotten better and better for me in the time since this review was written. My last contact with them was a few days ago when I was having trouble redeeming some Groupons on their website. I called customer service and after waiting a few minutes I spoke with a rep who cheerfully booked four separate flights for me, patiently and manually entering my Groupon info for each one.I think the acquisition by Republic has helped them overall. After Republic took over the in-flight cookies started. It still tends to suck if you aren't Ascent club (like just about any budget-centric airline does), but once you get there it's a good value. When I've had to fly Southwest or USAir I've been disappointed in comparison.",business,1,nDBly08j5URmrHQ2JCbyiw
8FNO4D3eozpIjj0k3q5Zbg,2,2008-10-08T07:00:00Z,"702 W Deer Valley Rd Phoenix, AZ 85027",1,MuqugTuR5DdIPcZ2IVP3aQ,33.684173584,-112.085952759,Deer Valley Airport Restaurant,[],True,27,2,AZ,"DVAP....You have to go at least once in your life. It really is a neat place with alot of history. The service is great, it appears to be family run. The food is good. Better then Dennys but not as good as Mimi's. I had the all u can eat of beef ribs, lasagna, meat loaf, cat fish, chicken, mashed and diced potatoes, stuffing, rice, homemade apple pie, etc and salad bar. I know I am missing a bunch of stuff they had but you get the drift. They run specials on Prime rib and stuff so you might want to call to see what they are serving the night you go.",business,4,C6IOtaaYdLIT5fWd7ZYIuA
tdcjXyFLMKAsvRhURNOkCg,1,2011-06-28T07:00:00Z,"7320 E Scottsdale Mall Scottsdale, AZ 85251",2,LmuKVFh03Uz318VKnUWrxA,33.4932327271,-111.924095154,Old Town Tavern,[],True,81,4,AZ,This place shouldn't even be reviewed - because it is the kind of place I want to keep for myself...  =),business,1,YN3ZLOdg8kpnfbVcIhuEZA
eFA9dqXT5EA_TrMgbo03QQ,0,2011-07-13T07:00:00Z,"4727 E Bell Rd Phoenix, AZ 85032",0,CQYc8hgKxV4enApDkx0IhA,33.6410598755,-111.977935791,Crust Pizzeria & Ristorante,[],True,30,4,AZ,"first time my friend and I went there... it was delicious!  The food, garlic knots our favorite and of course the wine!  We will be going back ALOT!",business,0,6lg55RIP23VhjYEBXJ8Njw
IJ0o6b8bJFAbG6MjGfBebQ,0,2010-09-05T07:00:00Z,"2025 W Riverview Auto Dr Mesa, AZ 85201",1,Dx9sfFU6Zn0GYOckijom-g,33.4339942932,-111.872543335,Riverview Nissan,[],False,7,2,AZ,"U can go there n check the car out. If u wanna buy 1 there? That's wrong move! If u even want a car service from there? U made a biggest mistake of ur life!! I had 1 time asked my girlfriend to take my car there for an oil service, guess what? They ripped my girlfriend off by lying how bad my car is now. If without fixing the problem. Might bring some serious accident. Then she did what they said. 4 brand new tires, timing belt, 4 new brake pads. U know why's the worst? All of those above I had just changed 2 months before!!! What a trashy dealer is that? People, better off go somewhere!",business,1,zRlQEDYd_HKp0VS3hnAffA
JhupPnWfNlMJivnWB5druA,0,2011-05-22T07:00:00Z,"7353 E Scottsdale Mall Scottsdale, AZ 85251",0,cFtQnKzn2VDpBedy_TxlvA,33.4923362732,-111.923652649,AZ 88,[],True,299,4,AZ,"I love this place! I have been coming here for ages.My favorites: Elsa's Chicken sandwich, any of their burgers, dragon chicken wings, china's little chicken sandwich, and the hot pepper chicken sandwich. The atmosphere is always fun and the art they display is very abstract but totally cool!",business,1,13xj6FSvYO0rZVRv5XZp4w
wzP2yNpV5p04nh0injjymA,0,2010-05-26T07:00:00Z,"5521 N 7th Ave Phoenix, AZ 85013",0,ChBeixVZerfFkeO0McdlbA,33.5174293518,-112.082305908,Mary Coyle's Ol' Fashioned Ice Cream and Yogurt Parlor,[],True,100,3,AZ,"This place is great.  A nice little ole' fashion homemade ice cream place that looks like it has been there for forever.  The place has a real nice vibe to it.  Sorta reminds me of Sugar Bowl only smaller, not as busy, and easier parking.The menu is ginormous.  I couldn't decide what to get but that didn't matter because the other 3 people I went with chose for me.  I wanted something basic but they insisted on sharing the 'patte' thing.  It is a few scoops of ice cream over a brownie and topped with whip cream and caramel.  While it was very good it just wasn't what I wanted.  Next time I'm just going to get a scoop or 2 of the ice cream so I can really taste what the ice cream is all about.  It is just too difficult to tell when it is topped with a bunch of stuff.  The ice cream we got on the brownie though (butter brittle I think) was excellent.  They have tons of different flavors and they all sound delish!Anyway I can't wait to go back if I am ever in the area again and need a sugar rush!",business,0,rLtl8ZkDX5vH5nAx9C3q5Q
qjmCVYkwP-HDa35jwYucbQ,0,2013-01-03T08:00:00Z,"2502 E Camelback Rd Phoenix, AZ 85016",0,kZ4TzrVX6qeF0OvrVTGVEw,33.5102081299,-112.027206421,True Food Kitchen,[],True,434,4,AZ,"I love love LOVE this place. My boss (who is into healthy eating) recommended this place. I went over with some highly skeptical friends and one dinner was enough to convert them into believers! The food here is so good! We had the Shrimp dumplings and the Onion tart as starters. We ordered the Shirataki noodles and street tacos as entrees. So also ordered the Kale-aid. All of the dishes were yummy. I have gone back many times since then and have never been disappointed! I have gone after yoga to get some Kale salad or the chicken chopped salad. I always have to get the Kale aid. Once, a guy at the next table, uprooted a whole plant by mistake (on the patio) and was highly embarrassed as was his date! Ever since, I have very careful not to throw my arms around as I can be quite clumsy sometimes! I do NOT want to be banned from my favorite place for my clumsiness! I don't think I can live without True Food!",business,0,fpItLlgimq0nRltWOkuJJw
wct7rZKyZqZftzmAU-vhWQ,2,2008-03-21T07:00:00Z,"3738 E Indian School Rd Phoenix, AZ 85018",1,B5h25WK28rJjx4KHm4gr7g,33.4951553345,-112.001022339,Thai Lahna Restaurant,[],True,101,3,AZ,"Not that my review will mean much given the more in-depth reviewers but I will chime in nonetheless...I can really only review one dish, the #3 lunch special, Yellow Curry Chicken. I don't know what the authentic name for it is, Kang Karee something or other. It's so tasty that the first time I had it I knew I'd never branch out. Good lunch spot if you work around downtown. Not the quickest service all the time and can get busy during lunch, but always consistently good. Fairly dim inside, a good place to forget about the sun on a summer day.",business,4,RRTraCQw77EU4yZh0BBTag
vz2zQQSjy-NnnKLZzjjoxA,1,2011-03-30T07:00:00Z,"5502 N 7th Ave Phoenix, AZ 85013",1,Y_ERKao0J5WsRiCtlKSNSA,33.5168495178,-112.082458496,Sylvia's La Canasta Mexican Restaurant,[],True,80,3,AZ,"Came here for breakfast yesterday, it had been years since I have stopped in here and do not remember the entire place having waiter service.  Place was empty at 9am on a Tuesday morning but the atmosphere was casual, this place is pretty much been here for as long as I can remember and I am one of the 2 people that are native to Phoenix.  I always felt it was pricey but I think inflation has caught up since prices seemed normal when I went yesterday.  I loved the chips and salsa, the hot sauce is fantastic with a great spicy kick.  I went with the recommendation of the chile relleno which isn't my favorite but I like going with what waiters say so I gave it a try.  It was great!  Very flavorful and they just put it on the eggs so you can eat it together, the tortillas are fresh and home-made tasting, the hash browns and beans were good too.  I read my newspaper and drank my soda while I enjoyed the whole place to myself....oh yeah, I read some Yelp reviews and bookmarked my next stop too, ha ha.",business,1,EP3cGJvYiuOwumerwADplg
i213sY5rhkfCO8cD-FPr1A,0,2012-07-12T07:00:00Z,"21001 N Tatum Blvd Phoenix, AZ 85050",0,hre97jjSwon4bn1muHKOJg,33.6786155701,-111.974609375,BJ's Restaurant & Brewhouse,[],True,79,3,AZ,"Always reliably good.  Great beer selection as well as fabulous ""bitch fizz"" (ciders, etc.) and cocktails.  Their pizza is outstanding AND they have a healthy menu.  I generally steer clear of chains but this is an exception.",business,1,kpbhy1zPewGDmdNfNqQp-g
V1nEpIRmEa1768oj_tuxeQ,0,2011-05-09T07:00:00Z,"603 N 5th Ave Phoenix, AZ 85003",0,dtpJXC5p_sdWDLSobluJ3Q,33.4548492432,-112.080070496,Cibo,[],True,594,4,AZ,"Disclaimer: Like many of you, I am a sucker for charming little homes that have been re-purposed into restaurants. I am certain that this colored my opinion of Cibo.That being said, I absolutely love having lunch here the other day. I unknowingly arrived at 2:05 (5 minutes after they close between lunch and dinner) but was served anyway. I had the salscicia sandwich and a side of fruit. The sandwich was excellent, served on perfectly crisp, chewy saltimbocca bread. The sausage was flavorful and was complimented by roasted red peppers and onions. All this was finished off with a great quality mozzarella cheese. Really, really delicious.I should also say that the atmosphere here was friendly and  comfortable, though a bit small. This would be a great place to hang out if you lived nearby.",business,2,bCKjygWJZOQHCOzootbvow
vvA3fbps4F9nGlAEYKk_sA,0,2012-05-04T07:00:00Z,"2728 E Thomas Rd Phoenix, AZ 85016",0,S9OVpXat8k5YwWCn6FAgXg,33.4804916382,-112.022193909,Avanti Restaurant of Distinction,[],True,50,4,AZ,Disgusting!  Had a Groupon so my daughter and I tried it out.  Very outdated and gaudy 80's style interior made me feel like I was in an episode of Sopranos.  The food itself was pretty bad.  We ordered pretty simple dishes but they just had no flavor at all!  After trying it out I'm positive all the good reviews on here are employees or owners creating them.,business,1,8AMn6644NmBf96xGO3w6OA
rxQ2PIjhAx6dgAqUalf99Q,0,2012-09-09T07:00:00Z,"7920 W Bell Road Glendale, AZ 85308",0,-v-shjbxoj7hpU62yn6vag,33.638671875,-112.229530334,Discount Tire,[],True,11,5,AZ,"Never having dealt with a Discount Tire in Phoenix before (only in Texas, and their service has been great all the time), I came in not knowing what kind of service to expect. I was pleasantly surprised! The store had a good amount of parking, and the store front was clean, open and had adequate seating around the perimeters. There were already 5-6 people sitting and waiting for their cars to be finished, and 2 people waiting infront of me to see a representative. All the guys working there were busy helping someone, yet were saying hello to us and reassuring they'd get to us very soon. I didn't wait an unneccesary amount of time and then was helped by Wally. He inspected my tires, recommended a plan of action gave me options, and we headed back into the store. After I made my decision to replace 2 of the tires, he checked their stock, and unfortunately they didn't have them there. BUT he called another store and had them picked up for the next morning, so I could just come back the next day to this same store and get those bad boys installed. Great! The prices were not as heafty (relief), and although there were a good amount of people the next day waiting for their cars to also be serviced, it took exactly the amount of time they'd told me (45 min). They apologized for the wait, but no need for that! The guy who helped me on the 2nd day (I'm sorry I forgot his name) was also very professional and great. I recommend this store and will be bringing my car here in the future most definitely. Thanks, guys!TIP: If you know you need to bring your car in, you can make an appointment with them online. They take walk-ins, but I believe it helps them manage their customers easier, and that in turn benefits you.",business,0,HLbhD2OyiMCUDRR4c1iXaw
qjmCVYkwP-HDa35jwYucbQ,0,2010-03-28T07:00:00Z,"2502 E Camelback Rd Phoenix, AZ 85016",0,2VTwjhOX3UUvgOGbxe4xfA,33.5102081299,-112.027206421,True Food Kitchen,[],True,434,4,AZ,I went here again when I got back to Phoenix after being gone for six months. This is one of my mom's favorite places to eat and I can understand why. The ravioli and the miso soup are so delicious! The wine was ok and I would recommend one of their elixirs over an alcohol beverage. Still a pretty delicious place to go in Phoenix.,business,0,3iuZFgxUFKLxOplkDrFmyg
3oLy0rlzRI_xiqfQHqC4_g,1,2011-03-27T07:00:00Z,"4623 E Elliott Rd Phoenix, AZ 85044",1,Bk7F8IyBuOHVp6w3BAKVow,33.3487052917,-111.983253479,Biscuits,[],True,60,3,AZ,"There's two ways to look at this place. One is getting quality food at a good price. The other is getting a lot of food for a cheap price. I prefer the former but those who prefer the latter won't agree with my review.I thought the scramble I had was okay but nothing fantastic. I definitely didn't care for the biscuits. The food wasn't health conscious at all but if you're looking to fill up with calories and get a good-sized portion then this is your type of place. Also, I am not a fan of the diner-type ambiance... I would rather have something with more character but I'm glad I tried this place out.",business,3,1guJDgUfTiDdbgKqBhsZFQ
